"","X","Date","Ship_Type","Lat1","Lon1","Piracy_Area","Ship_Name","Location"
"3",3,"2006-06-04","Tanker",25.6666666666667,57.0666666666667,"In international waters","AL SHAHABA","Persian Gulf"
"5",5,"2006-10-19","Other",28.7835,49.4736666666667,"In international waters","SALIS NO. 10185","Persian Gulf"
"6",6,"2006-12-10","Bulk",14.25,59.8333333333333,"In international waters","LAEMTHONG PRIDE","Arabian Sea"
"7",7,"2007-02-27","Other",21.1911666666667,59.5616666666667,"In international waters","RAINBOW WARRIOR","Arabian Sea"
"8",8,"2007-03-11","Other",18.5426666666667,38.2041666666667,"Territorial waters","NORTHERN EXPLORER","Red Sea"
"9",9,"2007-03-12","Other",18.4836666666667,38.321,"In international waters","NORTHERN EXPLORER","Red Sea"
"10",10,"2007-04-13","Bulk",11.95,60.3833333333333,"In international waters","ATLANTIC BREEZE","Arabian Sea"
"11",11,"2007-04-22","Tanker",20.645,59.2833333333333,"In international waters","GAS BEAUTY","Arabian Sea"
"12",12,"2007-10-04","Bulk",25.3666666666667,58.0833333333333,"In international waters","LOVESTAR","Persian Gulf"
"13",13,"2009-04-06","Bulk",15.2245,67.2516666666667,"In international waters","SHANGHAI VENTURE","Arabian Sea"
"14",14,"2009-10-07","Tanker",25.0316666666667,58.0883333333333,"In international waters","ZHONG CHI","Persian Gulf"
"15",15,"2010-02-23","Bulk",16.5,58.8333333333333,"In international waters","KALYPSO","Arabian Sea"
"16",16,"2010-03-02","Tanker",15.55,59.8833333333333,"In international waters","PANTELIS","Arabian Sea"
"17",17,"2010-04-05","Tanker",18.35,59.0166666666667,"In international waters","RISING SUN","Arabian Sea"
"19",19,"2010-04-23","Tanker",14.8,65.3,"In international waters","PYXIS DELTA","Arabian Sea"
"20",20,"2010-04-25","Tanker",18.1,65.7833333333333,"In international waters","ISUZUGAWA","Arabian Sea"
"21",21,"2010-05-05","Tanker",12.2666666666667,59.5,"In international waters","MOSCOW UNIVERSITY","Arabian Sea"
"22",22,"2010-05-12","Bulk",15.9166666666667,60.8333333333333,"In international waters","ELENI P","Arabian Sea"
"23",23,"2010-06-02","Container",21.495,59.6838333333333,"In international waters","ALBEDO","Arabian Sea"
"26",26,"2010-11-24","Tanker",15.0783333333333,67.0966666666667,"In international waters","NORMA N","Arabian Sea"
"27",27,"2010-11-24","Bulk",14.7433333333333,65.995,"In international waters","PAGONA","Arabian Sea"
"28",28,"2010-11-25","Tanker",14.8666666666667,68,"In international waters","GURU GOBIND SINGH","Arabian Sea"
"29",29,"2010-11-25","Tanker",19.83,62.97,"In international waters","HADI","Arabian Sea"
"30",30,"2010-11-26","Tanker",26.1133333333333,55.2666666666667,"In international waters","SK SUPREME","Persian Gulf"
"31",31,"2010-11-28","Bulk",14.86,68.225,"In international waters","PISTIS","Arabian Sea"
"32",32,"2010-12-10","Tanker",20.9166666666667,62.7833333333333,"In international waters","UNITED STAR","Arabian Sea"
"33",33,"2010-12-13","Tanker",19.8983333333333,66.06,"In international waters","YANASENI","Arabian Sea"
"34",34,"2010-12-19","Tanker",19.0666666666667,62.1666666666667,"In international waters","DOUBTLESS","Arabian Sea"
"35",35,"2010-12-22","Tanker",17,62.8833333333333,"In international waters","NORD STRAIT","Arabian Sea"
"36",36,"2011-01-02","Container",17.75,66.2166666666667,"In international waters","ZIM ASIA","Arabian Sea"
"37",37,"2011-01-15","Tanker",22,64,"In international waters","SAMHO JEWELRY","Arabian Sea"
"38",38,"2011-01-30","Container",14.9733333333333,64.575,"In international waters","VALERIE SCHULTE","Arabian Sea"
"39",39,"2011-01-30","Bulk",25.0333333333333,60.3833333333333,"In international waters","STAR OF ABU DHABI","Persian Gulf"
"40",40,"2011-02-02","Tanker",20.2666666666667,63.6,"In international waters","DUQM","Arabian Sea"
"41",41,"2011-02-05","Container",10.3533333333333,65.4616666666667,"In international waters","PUELCHE","Arabian Sea"
"42",42,"2011-02-13","Other",15.2333333333333,56.3333333333333,"In international waters","HOEG TROOPER","Arabian Sea"
"43",43,"2011-02-18","Other",18,61.0333333333333,"In international waters","QUEST","Arabian Sea"
"44",44,"2011-02-23","Container",20.5823333333333,59.3948333333333,"In international waters","APL RUBY","Arabian Sea"
"45",45,"2011-02-24","Tanker",24.6166666666667,59.3948333333333,"In international waters","FAUSKANGER","Persian Gulf"
"46",46,"2011-02-25","Container",14.7666666666667,58.65,"In international waters","MSC KALINA","Arabian Sea"
"47",47,"2011-02-25","Bulk",14.7,58.7666666666667,"In international waters","GREAT LEGEND","Arabian Sea"
"48",48,"2011-02-25","Bulk",15.3333333333333,58.4,"In international waters","GENCO AUGUSTUS","Arabian Sea"
"49",49,"2011-02-25","Container",14.9866666666667,58.835,"In international waters","MSC CAMILLE","Arabian Sea"
"50",50,"2011-02-27","Bulk",20.4833333333333,60.1333333333333,"In international waters","KIRAN ASYA","Arabian Sea"
"51",51,"2011-02-28","Bulk",18.8,58.4166666666667,"In international waters","DOVER","Arabian Sea"
"52",52,"2011-02-28","Tanker",16.7333333333333,55.6166666666667,"In international waters","ALFA KARADENIZ","Arabian Sea"
"54",54,"2011-03-04","Tanker",19.4833333333333,58.8666666666667,"In international waters","GAS LOMBOK","Arabian Sea"
"55",55,"2011-05-21","Container",25.4833333333333,57.5166666666667,"In international waters","SAMIN 1","Persian Gulf"
"56",56,"2011-06-01","Tanker",23.637,58.6333333333333,"In international waters","COUGAR","Persian Gulf"
"57",57,"2011-06-24","Tanker",21.05,60.2,"In international waters","OMEGA DUKE","Arabian Sea"
"58",58,"2011-06-26","Bulk",21.7,60.4833333333333,"In international waters","SAGAR RATAN","Arabian Sea"
"59",59,"2011-07-01","Tanker",14.025,67.4416666666667,"In international waters","ALPINE PERSEFONE","Arabian Sea"
"60",60,"2011-09-25","Bulk",14.15,42.8166666666667,"In international waters","C S CIHAN","Red Sea"
"61",61,"2011-10-01","Bulk",14.1666666666667,62.8,"In international waters","GIBE","Arabian Sea"
"63",63,"2011-11-01","Tanker",17.4,57.5666666666667,"In international waters","ELKA ATHINA","Arabian Sea"
"64",64,"2011-11-13","Bulk",14.6833333333333,50.875,"In international waters","VOGESAILOR","Arabian Sea"
"65",65,"2011-11-15","Tanker",15.8183333333333,55.08,"In international waters","BW DANUBE","Arabian Sea"
"66",66,"2011-11-29","Bulk",15.0333333333333,56.65,"In international waters","CHRISTINA IV","Arabian Sea"
"67",67,"2011-12-04","Bulk",20.65,60,"In international waters","ATLANTICA","Arabian Sea"
"68",68,"2011-12-27","Tanker",18.3,57.6,"In international waters","ENRICO IEVOLI","Arabian Sea"
"69",69,"2012-01-05","Bulk",22.45,60.9833333333333,"In international waters","SUNSHINE","Persian Gulf"
"70",70,"2012-01-12","Tanker",14.85,56.5833333333333,"In international waters","HAPPY BIRD","Arabian Sea"
"71",71,"2012-01-20","Tanker",24.89,57.4566666666667,"In international waters","TROITSKY BRIDGE","Persian Gulf"
"72",72,"2012-02-03","Other",18.8875,72.8721666666667,"Territorial waters","OCEAN 6","Arabian Sea"
"73",73,"2012-02-03","Bulk",18.9366666666667,62.95,"In international waters","NEW GLORY","Arabian Sea"
"74",74,"2012-02-07","Bulk",16.05,62.4333333333333,"In international waters","FREE GODDESS","Arabian Sea"
"75",75,"2012-02-09","Container",18.7416666666667,61.5466666666667,"In international waters","TALASSA","Arabian Sea"
"78",78,"2012-02-25","Container",26.1333333333333,56.7063333333333,"Territorial waters","KOTA HAKIM","Persian Gulf"
"79",79,"2012-02-25","Container",20.3266666666667,59.39,"In international waters","KOTA ARIF","Arabian Sea"
"80",80,"2012-02-28","Tanker",16.065,58.9816666666667,"In international waters","PACIFIC HORIZON II","Arabian Sea"
"81",81,"2012-02-28","Bulk",14.9333333333333,54.9,"In international waters","SPILIANI","Arabian Sea"
"82",82,"2012-02-28","Other",15.0166666666667,54.9333333333333,"In international waters","AL ASSMA","Arabian Sea"
"83",83,"2012-03-02","Tanker",21.45,62.6166666666667,"In international waters","ROYAL GRACE","Arabian Sea"
"84",84,"2012-03-23","Bulk",22.625,63.53,"In international waters","ANDINET","Persian Gulf"
"85",85,"2012-03-24","Tanker",20.8166666666667,62.45,"In international waters","COSMIC JEWEL","Arabian Sea"
"86",86,"2012-04-04","Bulk",21.6166666666667,59.9833333333333,"In international waters","AFRICAN SANDERLING","Arabian Sea"
"87",87,"2012-04-06","Bulk",25.4666666666667,57.5333333333333,"In international waters","XIANG HUA MEN","Persian Gulf"
"88",88,"2012-04-09","Other",15,64.5366666666667,"In international waters","MORNING CATHERINE","Arabian Sea"
"89",89,"2012-04-14","Tanker",16.9,65.9833333333333,"In international waters","ALPINE MINUTE","Arabian Sea"
"90",90,"2012-04-23","Bulk",26.4866666666667,56.3433333333333,"Territorial waters","YANGTZE CLASSIC","Persian Gulf"
"91",91,"2012-04-30","Tanker",14.3,50.7533333333333,"In international waters","HIGH MERCURY","Gulf of Aden"
"92",92,"2012-05-10","Tanker",15.9666666666667,61.0333333333333,"In international waters","SMYRNI","Arabian Sea"
"93",93,"2012-05-12","Tanker",25.435,57.42,"In international waters","AQUAMARINE PROGRESS","Persian Gulf"
"94",94,"2012-05-18","Tanker",25.3483333333333,57.5766666666667,"In international waters","AQUARIUS WING","Persian Gulf"
"95",95,"2012-05-23","Bulk",25.4933333333333,57.28,"In international waters","MAERSK TEXAS","Persian Gulf"
"96",96,"2012-05-26","Tanker",25.5166666666667,57.1666666666667,"In international waters","AQUARIUS WING","Persian Gulf"
"97",97,"2012-06-20","Tanker",20.8466666666667,59.5033333333333,"In international waters","LNG ARIES","Arabian Sea"
"98",98,"2012-06-20","Other",20.4833333333333,59.05,"Territorial waters","SHAMSI","Arabian Sea"
"99",99,"2012-06-25","Tanker",25.25,57.2733333333333,"In international waters","ETAGAS","Persian Gulf"
"100",100,"2012-10-17","Tanker",16.0333333333333,58.95,"In international waters","OCEAN TAIPAN","Arabian Sea"
"101",101,"2012-11-10","Tanker",22.6666666666667,66.1666666666667,"In international waters","HERMIONE","Persian Gulf"
"102",102,"2012-11-22","Tanker",24.8166666666667,61.275,"Territorial waters","SEA CHALLENGER","Persian Gulf"
"103",103,"2012-11-29","Bulk",6.675,59.095,"In international waters","PAPUA","Arabian Sea"
"104",104,"2012-12-15","Tanker",24.1666666666667,59.1333333333333,"In international waters","AGISTRI","Persian Gulf"
"105",105,"2012-12-15","Tanker",24.6033333333333,57.5383333333333,"In international waters","TORM KRISTINA","Persian Gulf"
"106",106,"2013-01-27","Other",20.437,59.3856666666667,"Territorial waters","RICKMERS ANTWERP","Arabian Sea"
"107",107,"2013-03-04","Tanker",14.29,49.8616666666667,"In international waters","AL BUHAIRA","Gulf of Aden"
"108",108,"2013-04-01","Bulk",22.575,60.24,"In international waters","CONDOR","Persian Gulf"
"109",109,"2013-04-02","Bulk",0.866666666666667,44.0166666666667,"In international waters","ALPHA KIRAWIRA","Arabian Sea"
"110",110,"2013-11-21","Tanker",22.6343333333333,69.8883333333333,"Territorial waters","TOKIO","Persian Gulf"
"111",111,"2013-12-04","Bulk",22.7833333333333,70.0833333333333,"Territorial waters","THURGAU","Persian Gulf"
"112",112,"2014-01-17","Tanker",15.1,54.3833333333333,"In international waters","NAVE ATROPOS","Arabian Sea"
"113",113,"2014-02-08","Bulk",12.4,43.5333333333333,"In international waters","GEISE","Gulf of Aden"
"114",114,"2014-02-08","Tanker",12.3016666666667,44.145,"In international waters","CELSIUS MUMBAI","Gulf of Aden"
"115",115,"2014-02-28","Bulk",22.55,62.7333333333333,"In international waters","CRYSTAL GOLD","Persian Gulf"
"116",116,"2014-03-07","Other",14.3333333333333,53.3166666666667,"In international waters","JOLLY QUARZO","Arabian Sea"
"117",117,"2014-03-23","Tanker",13.3,42.8666666666667,"In international waters","JO SPRUCE","Red Sea"
"118",118,"2014-04-05","Tanker",12.5916666666667,43.4333333333333,"Territorial waters","NAME WITHHELD","Gulf of Aden"
"119",119,"2014-04-13","Tanker",13.9666666666667,55.5383333333333,"In international waters","EVERHARD SCHULTE","Arabian Sea"
"120",120,"2014-04-14","Tanker",12.4166666666667,43.7166666666667,"In international waters","SPYROS K","Gulf of Aden"
"121",121,"2014-04-17","Bulk",12.4,43.7,"In international waters","FLAG THENIA","Gulf of Aden"
"122",122,"2014-09-15","Bulk",22.7333333333333,70.0266666666667,"Territorial waters","GENEVA QUEEN","Persian Gulf"
"123",123,"2014-12-30","Tanker",15.1,42,"Territorial waters","CAPTAIN NIKOLAS I","Red Sea"
"124",124,"2015-05-15","Tanker",23.0366666666667,70.2233333333333,"Territorial waters","OVERSEAS MILOS","Persian Gulf"
"126",126,"2015-07-23","Tanker",22.715,70.07,"Territorial waters","BHAIRAVI","Persian Gulf"
"127",127,"2015-07-24","Tanker",22.8083333333333,70.0416666666667,"Territorial waters","STAR KESTREL","Persian Gulf"
"128",128,"2015-08-12","Bulk",22.2,60.35,"In international waters","SOHO TRADER","Arabian Sea"
"129",129,"2015-10-21","Container",12.1333333333333,44.555,"Territorial waters","AS CARELIA","Gulf of Aden"
"130",130,"2015-10-29","Tanker",22.6666666666667,69.9333333333333,"Territorial waters","NAME WITHHELD","Persian Gulf"
"131",131,"2015-10-29","Tanker",22.6666666666667,69.9333333333333,"Territorial waters","DORRA","Persian Gulf"
"132",132,"2015-10-31","Bulk",22.7738333333333,70.0371666666667,"Territorial waters","NAME WITHHELD","Persian Gulf"
"133",133,"2015-10-31","Bulk",22.7738333333333,70.0371666666667,"Territorial waters","FOOCHOW","Persian Gulf"
"135",135,"2015-12-02","Tanker",22.6633333333333,69.965,"Territorial waters","MARITIME DINAR","Persian Gulf"
"136",136,"2015-12-10","Other",13.5816666666667,65.36,"In international waters","ALPINE MARY","Arabian Sea"
"137",137,"2015-12-24","Tanker",22.7666666666667,70.0333333333333,"Territorial waters","ARDMORE SEAANGUARD","Persian Gulf"
"138",138,"2015-12-30","Tanker",22.6166666666667,69.9166666666667,"Territorial waters","ALPINE MARIA","Persian Gulf"
"139",139,"2016-01-07","Bulk",22.8166666666667,70.0816666666667,"Territorial waters","SHEBELLE","Persian Gulf"
"140",140,"2016-01-11","Bulk",22.775,69.9833333333333,"Territorial waters","CMB MEDOC","Persian Gulf"
"142",142,"2016-01-25","Tanker",22.8138333333333,70.0433333333333,"Territorial waters","DAWN MADURAI","Persian Gulf"
"143",143,"2016-01-27","Bulk",23.1333333333333,59.5333333333333,"Territorial waters","GLOBE PEGASUS","Persian Gulf"
"144",144,"2016-01-28","Tanker",22.8166666666667,70.1166666666667,"Territorial waters","POMER","Persian Gulf"
"145",145,"2016-02-08","Tanker",22.7833333333333,70,"Territorial waters","EXCELSIOR BAY","Persian Gulf"
"146",146,"2016-02-14","Bulk",22.7666666666667,70,"Territorial waters","SBI MAIA","Persian Gulf"
"147",147,"2016-02-19","Other",21.24,72.2766666666667,"Territorial waters","PACIFIC WARLOCK","Arabian Sea"
"148",148,"2016-02-20","Bulk",14.7,51.4666666666667,"In international waters","FALCON","Arabian Sea"
"149",149,"2016-04-24","Tanker",14.43,49.1466666666667,"Territorial waters","FAIR APOLLON","Gulf of Aden"
"150",150,"2016-05-08","Tanker",9.72833333333333,61.1766666666667,"In international waters","LIA","Arabian Sea"
"151",151,"2016-05-10","Tanker",21.28,67.3033333333333,"In international waters","SHAAMIT","Arabian Sea"
"152",152,"2016-05-14","Tanker",23.0333333333333,70.2166666666667,"Territorial waters","GAS SNAPPER","Persian Gulf"
"153",153,"2016-05-16","Container",14.75,50.9666666666667,"Territorial waters","MSC TASMANIA","Arabian Sea"
"156",156,"2016-08-24","Bulk",13.6666666666667,42.9,"In international waters","SEA STAR","Red Sea"
"157",157,"2016-10-04","Bulk",21.535,60.4333333333333,"In international waters","GANT MUSE","Arabian Sea"
"158",158,"2016-10-22","Tanker",4.46833333333333,53.37,"In international waters","CPO KOREA","Arabian Sea"
"159",159,"2016-11-05","Bulk",11.9233333333333,44.82,"In international waters","ELISSEOS","Gulf of Aden"
"160",160,"2017-02-18","Other",18.9033333333333,72.8716666666667,"Territorial waters","MMA PINNACLE","Arabian Sea"
"161",161,"2017-03-07","Other",13.2,48.9666666666667,"In international waters","NAME WITHHELD","Gulf of Aden"
"162",162,"2017-03-14","Tanker",11.9833333333333,50.75,"Territorial waters","ARIS 13","Gulf of Aden"
"165",165,"2017-04-08","Bulk",14.0483333333333,51.6666666666667,"In international waters","OS 35","Arabian Sea"
"166",166,"2017-04-14","Tanker",15.926,52.3458333333333,"Territorial waters","SAFE SINO","Arabian Sea"
"167",167,"2017-04-15","Tanker",12.8961666666667,48.042,"In international waters","ALHEERA","Gulf of Aden"
"168",168,"2017-04-22","Tanker",5.7,48.8833333333333,"Territorial waters","COSTINA","Arabian Sea"
"169",169,"2017-05-31","Tanker",12.5833333333333,43.4533333333333,"In international waters","MUSKIE","Gulf of Aden"
"170",170,"2017-06-01","Tanker",23.54,60.4383333333333,"In international waters","NAVIG8 PROVIDENCE","Persian Gulf"
"171",171,"2017-07-05","Tanker",14.2983333333333,42.355,"In international waters","FLAGSHIP LOTUS","Red Sea"
"172",172,"2017-07-18","Tanker",12.945,43.2316666666667,"In international waters","SEAWAYS ROSEMAR","Red Sea"
"173",173,"2017-10-05","Other",20.7226666666667,71.485,"Territorial waters","LADY SANDRA AND IRON MONG","Arabian Sea"
"174",174,"2017-10-06","Bulk",13.5,50.05,"In international waters","JAG AMAR","Gulf of Aden"
"175",175,"2017-10-18","Tanker",20.2316666666667,66.9183333333333,"In international waters","PACIFIC SKY","Arabian Sea"
"176",176,"2017-10-19","Bulk",22.7883333333333,70.03,"Territorial waters","OCEAN PARADISE","Persian Gulf"
"177",177,"2017-10-24","Other",11.8333333333333,54.5,"In international waters","SAMEER","Arabian Sea"
"180",180,"2017-11-21","Tanker",14.0541666666667,48.8153333333333,"In international waters","GREAT STAR","Gulf of Aden"
"181",181,"2018-01-07","Other",21.21,72.2131666666667,"Territorial waters","ASL SCORPIO","Arabian Sea"
"182",182,"2018-02-18","Container",13.8495,51.4363333333333,"In international waters","THALASSA NIKI","Arabian Sea"
"183",183,"2018-02-22","Tanker",3.46833333333333,50.4633333333333,"In international waters","LEOPARD SUN","Arabian Sea"
"184",184,"2018-03-31","Tanker",13.9683333333333,51.4216666666667,"In international waters","KRITI SPIRIT","Arabian Sea"
"185",185,"2018-03-31","Tanker",13.95,51.7166666666667,"In international waters","NAME WITHHELD","Arabian Sea"
"186",186,"2018-07-22","Other",1.10533333333333,44.0333333333333,"Territorial waters","NAME WITHHELD","Arabian Sea"
"187",187,"2018-07-24","Other",14.7833333333333,41.7333333333333,"Territorial waters","NAME WITHHELD","Red Sea"
"188",188,"2018-10-11","Tanker",22.8166666666667,70.0333333333333,"Territorial waters","GAS ODYSSEY","Persian Gulf"
"189",189,"2018-11-02","Tanker",13.4625,50.204,"Territorial waters","PO YANG HU","Gulf of Aden"
"190",190,"2018-12-13","Tanker",11.9513333333333,45.0013333333333,"In international waters","NORD LAVENDER","Gulf of Aden"
"191",191,"2020-01-07","Other",21.3983333333333,72.29,"Territorial waters","AMIL 12","Arabian Sea"
"192",192,"2020-02-10","Tanker",16.4,55.4833333333333,"In international waters","BW PARIS","Arabian Sea"
"193",193,"2020-02-19","Tanker",20.6066666666667,70.066,"Territorial waters","MORBIUS","Arabian Sea"
"194",194,"2020-03-25","Other",21.4016666666667,72.3366666666667,"Territorial waters","NAASHI","Arabian Sea"
"195",195,"2020-04-18","Tanker",21.4316666666667,72.3298333333333,"Territorial waters","SEAFROST","Arabian Sea"
"202",202,"1995-04-28","Container",12.1333333333333,50.7166666666667,"In international waters","MING BRIGHT","Gulf of Aden"
"214",214,"1996-11-05","Other",12.15,50.9166666666667,"Territorial waters","SCORFF","Gulf of Aden"
"220",220,"1997-03-07","Tanker",12.1166666666667,50.8333333333333,"Territorial waters","HELENA","Gulf of Aden"
"240",240,"1999-03-16","Tanker",7.63333333333333,50.2,"In international waters","WORLD KINSHIP","Arabian Sea"
"341",341,"2003-02-22","Tanker",9.93333333333333,51.7166666666667,"In international waters","MONNERON","Arabian Sea"
"423",423,"2006-02-08","Other",15.3616666666667,52.5683333333333,"In international waters","MAERSK DELFT","Arabian Sea"
"431",431,"2006-04-01","Bulk",13.545,49.5466666666667,"In international waters","REGAL STAR","Gulf of Aden"
"432",432,"2006-04-04","Other",4.9,49.35,"In international waters","DONG WON No. 628","Arabian Sea"
"434",434,"2006-05-10","Tanker",12.92,49.61,"In international waters","PALENQUE","Gulf of Aden"
"435",435,"2006-05-22","Bulk",1.95,45.5166666666667,"Territorial waters","TORGELOW","Arabian Sea"
"442",442,"2006-11-01","Bulk",2.31666666666667,46.0833333333333,"Territorial waters","VEESHAM I","Arabian Sea"
"445",445,"2006-11-28","Bulk",12.4166666666667,44.4166666666667,"In international waters","VINASHIN IRON","Gulf of Aden"
"451",451,"2007-02-08","Other",2.00733333333333,45.3345,"In international waters","SEA ENERGY","Arabian Sea"
"453",453,"2007-02-25","Bulk",11.8333333333333,51.5833333333333,"In international waters","ROZEN","Arabian Sea"
"457",457,"2007-04-03","Other",2.05,45.3333333333333,"Territorial waters","NISHAN","Arabian Sea"
"461",461,"2007-04-11","Tanker",15.2,52.4,"In international waters","BELFIN","Arabian Sea"
"464",464,"2007-05-14","Bulk",1.327,48.8653333333333,"In international waters","IBN YOUNUS","Arabian Sea"
"465",465,"2007-05-15","Other",1.16666666666667,49,"In international waters","MAVUNO NO.1","Arabian Sea"
"466",466,"2007-05-15","Other",1.16666666666667,49,"In international waters","MAVUNO NO.2","Arabian Sea"
"469",469,"2007-05-19","Bulk",1.56666666666667,44.75,"Territorial waters","VICTORIA","Arabian Sea"
"471",471,"2007-05-20","Tanker",7.13333333333333,54.6,"In international waters","BITUMEN RIDE","Arabian Sea"
"477",477,"2007-06-13","Tanker",3.08333333333333,54.8333333333333,"In international waters","BITUMEN RIDE","Arabian Sea"
"478",478,"2007-06-20","Bulk",13.35,52.3533333333333,"In international waters","CSK BEILUN","Arabian Sea"
"479",479,"2007-07-08","Container",0.316666666666667,50.75,"In international waters","TRAVE TRADER","Arabian Sea"
"480",480,"2007-07-10","Other",12.9833333333333,49.2833333333333,"In international waters","STADT MASTER","Gulf of Aden"
"482",482,"2007-07-20","Container",11.15,52.78,"In international waters","MSC NATALIA","Arabian Sea"
"483",483,"2007-07-20","Bulk",12.5166666666667,44.2,"Territorial waters","CEC SVENDBORG","Gulf of Aden"
"484",484,"2007-07-20","Bulk",12.5333333333333,44.05,"Territorial waters","CEC SVENDBORG","Gulf of Aden"
"486",486,"2007-08-03","Container",2.9,51.7,"In international waters","MAERSK NOLANVILLE","Arabian Sea"
"488",488,"2007-08-11","Bulk",1.76666666666667,52.9833333333333,"In international waters","PARANA","Arabian Sea"
"493",493,"2007-10-18","Bulk",3.90566666666667,50.6181666666667,"In international waters","RABBANA","Arabian Sea"
"494",494,"2007-10-18","Bulk",3.75,51.5,"In international waters","MARIA","Arabian Sea"
"496",496,"2007-10-21","Bulk",0.433333333333333,44.6333333333333,"In international waters","JAIKUR II","Arabian Sea"
"497",497,"2007-10-21","Tanker",13.2333333333333,48.2166666666667,"In international waters","ORIENTAL QUEEN","Gulf of Aden"
"498",498,"2007-10-22","Tanker",12.5333333333333,45.4,"In international waters","JAG PAVITRA","Gulf of Aden"
"501",501,"2007-10-28","Tanker",13.0833333333333,50.4,"In international waters","GOLDEN NORI","Gulf of Aden"
"502",502,"2007-10-29","Bulk",2.19283333333333,45.7991666666667,"Territorial waters","DAI HONG DAN","Arabian Sea"
"509",509,"2008-02-01","Other",12.95,51.4,"In international waters","SVITZER KORSAKOV","Arabian Sea"
"510",510,"2008-02-01","Tanker",12.9166666666667,51.3933333333333,"In international waters","ORIENTAL GREEN","Arabian Sea"
"514",514,"2008-03-02","Other",4.67,57.6483333333333,"In international waters","EIDE TRADER","Arabian Sea"
"516",516,"2008-03-29","Bulk",14.2016666666667,50.7466666666667,"In international waters","NAME WITHHELD","Gulf of Aden"
"517",517,"2008-03-31","Other",12.1666666666667,52.1666666666667,"Territorial waters","LINA 2","Arabian Sea"
"518",518,"2008-04-01","Other",13.5,49.1666666666667,"In international waters","BRUM OCEAN","Gulf of Aden"
"519",519,"2008-04-01","Tanker",5.28333333333333,4.71666666666667,"In international waters","SUNSHINE SKY","West Africa"
"520",520,"2008-04-04","Other",13.2,50.2333333333333,"In international waters","LE PONANT","Gulf of Aden"
"526",526,"2008-04-23","Tanker",13.005,49.1233333333333,"In international waters","TAKAYAMA","Gulf of Aden"
"527",527,"2008-04-28","Bulk",12.6466666666667,49.7816666666667,"In international waters","ALEXANDER CARL","Gulf of Aden"
"528",528,"2008-04-28","Bulk",14.2583333333333,50.1966666666667,"In international waters","NAVAJO PRINCESS","Gulf of Aden"
"529",529,"2008-05-04","Tanker",0.95,51.7166666666667,"In international waters","FAIRCHEM PEGASUS","Arabian Sea"
"530",530,"2008-05-17","Bulk",2.21983333333333,46.823,"In international waters","VICTORIA","Arabian Sea"
"531",531,"2008-05-19","Other",19.8216666666667,50.7216666666667,"In international waters","RED DRAGON","Arabian Sea"
"532",532,"2008-05-19","Container",12.8216666666667,50.605,"In international waters","RIVER ELEGANCE","Gulf of Aden"
"533",533,"2008-05-23","Bulk",13.27,49.145,"In international waters","CAPE MERLIN","Gulf of Aden"
"534",534,"2008-05-24","Tanker",13.9666666666667,50.7,"In international waters","TAIYOH II","Gulf of Aden"
"535",535,"2008-05-25","Bulk",13.42,47.9633333333333,"In international waters","FURTRANS BULK","Gulf of Aden"
"536",536,"2008-05-25","Bulk",13.2728333333333,50.83,"In international waters","AMIYA SCAN","Gulf of Aden"
"537",537,"2008-05-28","Bulk",13.17,48.9795,"In international waters","LEHMANN TIMBER","Gulf of Aden"
"539",539,"2008-06-03","Container",12.73,49.8583333333333,"In international waters","YM OCEAN","Gulf of Aden"
"540",540,"2008-06-21","Bulk",13.145,48.0616666666667,"In international waters","HUDSON BAY","Gulf of Aden"
"544",544,"2008-07-06","Bulk",12.5716666666667,43.4266666666667,"Territorial waters","SHAMROCK","Gulf of Aden"
"545",545,"2008-07-15","Tanker",13.5166666666667,49.1933333333333,"In international waters","CHEMSTAR MOON","Gulf of Aden"
"546",546,"2008-07-18","Container",12.7916666666667,51.0333333333333,"In international waters","MSC RANIA","Gulf of Aden"
"548",548,"2008-07-20","Bulk",13.2831666666667,50.0578333333333,"In international waters","STELLA MARIS","Gulf of Aden"
"550",550,"2008-08-08","Bulk",13.2,49.9333333333333,"In international waters","GEM OF KILAKARAI","Gulf of Aden"
"551",551,"2008-08-12","Bulk",13.6468333333333,49.7523333333333,"In international waters","THOR STAR","Gulf of Aden"
"552",552,"2008-08-19","Tanker",12.7706666666667,47.9196666666667,"In international waters","BUNGA MELATI DUA","Gulf of Aden"
"553",553,"2008-08-21","Bulk",13.8216666666667,50.3983333333333,"In international waters","IRAN DEYANAT","Gulf of Aden"
"554",554,"2008-08-21","Tanker",14.4403333333333,49.941,"In international waters","IRENE","Gulf of Aden"
"555",555,"2008-08-21","Bulk",12.965,48.945,"In international waters","BBC TRINIDAD","Gulf of Aden"
"556",556,"2008-08-23","Bulk",14.2666666666667,50.3233333333333,"In international waters","AIZU","Gulf of Aden"
"557",557,"2008-08-23","Bulk",14.1883333333333,50.3383333333333,"In international waters","ST. ANNA","Gulf of Aden"
"559",559,"2008-08-29","Tanker",13.2,46.6166666666667,"In international waters","BUNGA MELATI 5","Gulf of Aden"
"564",564,"2008-09-03","Bulk",14.45,49.6666666666667,"In international waters","AL MANSOURAH","Gulf of Aden"
"565",565,"2008-09-03","Bulk",13.615,49.2033333333333,"In international waters","ORSOLINA BOTTIGLIERI","Gulf of Aden"
"566",566,"2008-09-05","Bulk",12.9583333333333,47.0666666666667,"In international waters","JIN YUAN MEN","Gulf of Aden"
