"","X","Date","Ship_Type","Lat1","Lon1","Piracy_Area","Ship_Name","Location"
"3024",3024,"2014-11-13","Other",1.1945,103.6415,"Territorial waters","TIP TOP 1","Malacca Strait"
"3025",3025,"2014-11-16","Tanker",1.13333333333333,103.5,"Territorial waters","CRYSTAL DREAM","Malacca Strait"
"3026",3026,"2014-11-17","Other",1.27133333333333,103.434,"Territorial waters","EVER ALPHA","Malacca Strait"
"3027",3027,"2014-11-17","Other",1.09116666666667,103.561666666667,"Territorial waters","SOL 1005","Malacca Strait"
"3028",3028,"2014-11-21","Bulk",1.10133333333333,103.572833333333,"Territorial waters","NEW EMERALD","Malacca Strait"
"3029",3029,"2014-11-22","Tanker",1.11666666666667,103.5,"Territorial waters","ALPINE MAYA","Malacca Strait"
"3030",3030,"2014-11-23","Tanker",1.1875,103.408833333333,"Territorial waters","RIVER ETERNITY","Malacca Strait"
"3031",3031,"2014-11-23","Bulk",1.11666666666667,103.483333333333,"Territorial waters","CAPE YORK","Malacca Strait"
"3032",3032,"2014-11-24","Container",1.11,103.535,"Territorial waters","MOL MANEUVER","Malacca Strait"
"3033",3033,"2014-12-19","Bulk",1.1715,103.440833333333,"Territorial waters","PENDULUM","Malacca Strait"
"3034",3034,"2014-12-20","Other",1.08333333333333,103.733333333333,"Territorial waters","UMT 6","Malacca Strait"
"3035",3035,"2014-12-21","Bulk",1.1375,103.482666666667,"Territorial waters","MADEIRA","Malacca Strait"
"3036",3036,"2014-12-21","Tanker",1.31666666666667,104.141666666667,"Territorial waters","MAERSK MEDITERRANEAN","Malacca Strait"
"3037",3037,"2014-12-25","Tanker",1.03333333333333,103.633333333333,"Territorial waters","ALABRA","Malacca Strait"
"3038",3038,"2014-12-25","Bulk",1.055,103.611666666667,"Territorial waters","BILLION TRADER II","Malacca Strait"
"3039",3039,"2014-12-25","Bulk",1.05666666666667,103.636666666667,"Territorial waters","BULK INDIA","Malacca Strait"
"3040",3040,"2014-12-28","Bulk",1.18333333333333,103.966666666667,"Territorial waters","SVENJA","Malacca Strait"
"3041",3041,"2015-01-08","Other",1.19333333333333,103.646833333333,"Territorial waters","KIEN SAN 1","Malacca Strait"
"3042",3042,"2015-01-14","Other",1.03333333333333,103.9,"Territorial waters","BW LOYALTY","Malacca Strait"
"3043",3043,"2015-01-18","Bulk",1.11666666666667,103.516666666667,"Territorial waters","MINERAL FAITH","Malacca Strait"
"3044",3044,"2015-01-22","Bulk",1.1,103.533333333333,"Territorial waters","EGRET OASIS","Malacca Strait"
"3045",3045,"2015-01-28","Container",1.1,103.533333333333,"Territorial waters","APL DENVER","Malacca Strait"
"3046",3046,"2015-01-28","Bulk",1.04166666666667,103.65,"Territorial waters","WHITE CORAL","Malacca Strait"
"3047",3047,"2015-01-31","Bulk",1.15166666666667,103.451,"Territorial waters","GLOBAL AQUARIUS","Malacca Strait"
"3048",3048,"2015-01-31","Bulk",3.91666666666667,98.7666666666667,"Territorial waters","NAME WITHHELD","Malacca Strait"
"3049",3049,"2015-02-13","Tanker",3.18333333333333,100.716666666667,"In international waters","LAPIN","Malacca Strait"
"3050",3050,"2015-02-14","Bulk",3.78833333333333,98.6983333333333,"Territorial waters","SEA STAR","Malacca Strait"
"3051",3051,"2015-02-16","Bulk",1.185,103.415,"Territorial waters","SUNNY ETERNITY","Malacca Strait"
"3052",3052,"2015-02-21","Bulk",1.17,103.436666666667,"Territorial waters","AMBER BEVERLY","Malacca Strait"
"3053",3053,"2015-02-25","Container",1.06666666666667,103.566666666667,"Territorial waters","NYK DANIELLA","Malacca Strait"
"3054",3054,"2015-02-25","Bulk",1.13333333333333,103.466666666667,"Territorial waters","LBC EARTH","Malacca Strait"
"3055",3055,"2015-03-20","Tanker",1.7,101.483333333333,"Territorial waters","SONGA PEACE","Malacca Strait"
"3056",3056,"2015-03-21","Bulk",1.22666666666667,103.971666666667,"Territorial waters","CAPETAN GIORGIS","Malacca Strait"
"3057",3057,"2015-03-21","Bulk",3.93333333333333,98.75,"Territorial waters","UNION EXPLORER","Malacca Strait"
"3058",3058,"2015-03-21","Container",1.11666666666667,103.566666666667,"Territorial waters","MSC VANCOUVER","Malacca Strait"
"3059",3059,"2015-03-23","Container",1.16833333333333,103.473333333333,"Territorial waters","MSC ROSA M","Malacca Strait"
"3060",3060,"2015-03-29","Tanker",1.08333333333333,103.583333333333,"Territorial waters","AQUA-TERRA 7","Malacca Strait"
"3061",3061,"2015-03-29","Bulk",1.16683333333333,103.444166666667,"Territorial waters","UNITED TREASURE","Malacca Strait"
"3062",3062,"2015-03-30","Tanker",1.0805,103.578833333333,"Territorial waters","NAUTICA KOTA TINGGI","Malacca Strait"
"3063",3063,"2015-03-30","Bulk",1.0875,103.567166666667,"Territorial waters","ISMAR","Malacca Strait"
"3064",3064,"2015-03-30","Tanker",1.05383333333333,103.647166666667,"Territorial waters","NEW FRONTIER","Malacca Strait"
"3065",3065,"2015-04-01","Container",1.06883333333333,103.609166666667,"Territorial waters","SILVER FERN","Malacca Strait"
"3066",3066,"2015-04-02","Tanker",1.05,103.65,"Territorial waters","NEW FRONTIER","Malacca Strait"
"3067",3067,"2015-04-15","Other",1.21,103.55,"Territorial waters","FAR FOSNA","Malacca Strait"
"3068",3068,"2015-04-16","Bulk",1.05,103.666666666667,"Territorial waters","ALAM SURIA","Malacca Strait"
"3069",3069,"2015-04-18","Tanker",1.126,103.758666666667,"Territorial waters","SPOTTAIL","Malacca Strait"
"3070",3070,"2015-04-20","Tanker",1.06666666666667,103.666666666667,"Territorial waters","KARA SEA","Malacca Strait"
"3071",3071,"2015-04-22","Bulk",1.255,104.171666666667,"In international waters","GREAT OCEAN","Malacca Strait"
"3072",3072,"2015-04-23","Tanker",1.28083333333333,104.189666666667,"Territorial waters","HUGLI SPIRIT","Malacca Strait"
"3073",3073,"2015-04-26","Bulk",1.25,104.116666666667,"Territorial waters","MEDI YOKOHAMA","Malacca Strait"
"3074",3074,"2015-04-26","Bulk",1.2635,104.171333333333,"Territorial waters","VOLME","Malacca Strait"
"3076",3076,"2015-05-01","Tanker",1.71666666666667,101.4,"Territorial waters","GOLDEN AVENUE","Malacca Strait"
"3077",3077,"2015-05-02","Tanker",2.23333333333333,101.933333333333,"Territorial waters","OCEAN ENERGY","Malacca Strait"
"3078",3078,"2015-05-03","Bulk",3.78333333333333,98.7,"Territorial waters","CS CALVINA","Malacca Strait"
"3079",3079,"2015-05-04","Bulk",1.09,103.726666666667,"Territorial waters","MARITIME CHAMPION","Malacca Strait"
"3080",3080,"2015-05-06","Bulk",1.06,103.62,"Territorial waters","OCEAN RUBY","Malacca Strait"
"3081",3081,"2015-05-06","Bulk",1.28333333333333,104.016666666667,"Territorial waters","SAGA JOURNEY","Malacca Strait"
"3082",3082,"2015-05-08","Tanker",1.04433333333333,103.6505,"Territorial waters","ALPHA","Malacca Strait"
"3083",3083,"2015-05-09","Bulk",1.16666666666667,103.833333333333,"Territorial waters","TIGER WEST","Malacca Strait"
"3084",3084,"2015-05-09","Bulk",1.088,103.713,"Territorial waters","MILOS WARRIOR","Malacca Strait"
"3085",3085,"2015-05-10","Tanker",1.7,101.466666666667,"Territorial waters","OVERSEAS ATHENS","Malacca Strait"
"3086",3086,"2015-05-13","Container",1.062,103.6805,"Territorial waters","MTT TAWAU","Malacca Strait"
"3087",3087,"2015-05-16","Other",1.25416666666667,104.046833333333,"Territorial waters","EPIC SASA 2","Malacca Strait"
"3088",3088,"2015-05-18","Tanker",1.07833333333333,103.626666666667,"Territorial waters","JIN-EI","Malacca Strait"
"3089",3089,"2015-05-19","Tanker",4.13333333333333,99.9033333333333,"In international waters","PETRO ALPHA","Malacca Strait"
"3090",3090,"2015-05-20","Tanker",1.71666666666667,101.483333333333,"Territorial waters","MAERSK TACOMA","Malacca Strait"
"3091",3091,"2015-05-22","Bulk",1.04333333333333,103.661833333333,"Territorial waters","OKYALOS","Malacca Strait"
"3092",3092,"2015-05-23","Container",1.04166666666667,103.65,"Territorial waters","MTT TAWAU","Malacca Strait"
"3093",3093,"2015-06-08","Tanker",1.19666666666667,103.418333333333,"Territorial waters","NCC SAFA","Malacca Strait"
"3094",3094,"2015-06-12","Bulk",4,98.9,"Territorial waters","WATER LILY","Malacca Strait"
"3095",3095,"2015-06-17","Bulk",1.08716666666667,103.711,"Territorial waters","DENSA SHARK","Malacca Strait"
"3096",3096,"2015-06-17","Tanker",1.06666666666667,103.566666666667,"Territorial waters","PRO TRIUMPH","Malacca Strait"
"3097",3097,"2015-06-17","Tanker",1.13716666666667,103.776,"Territorial waters","CLIPPER POSH","Malacca Strait"
"3098",3098,"2015-06-18","Bulk",1.13766666666667,103.479666666667,"Territorial waters","GREAT HOPE","Malacca Strait"
"3099",3099,"2015-06-19","Bulk",3.91666666666667,98.7666666666667,"Territorial waters","BIRCH 6","Malacca Strait"
"3100",3100,"2015-06-19","Tanker",1.0875,103.5805,"Territorial waters","THERESA ARIES","Malacca Strait"
"3101",3101,"2015-06-22","Bulk",1.08333333333333,103.580166666667,"Territorial waters","OCEAN TRADER I","Malacca Strait"
"3102",3102,"2015-06-24","Bulk",1.05,103.666666666667,"Territorial waters","PISTIS","Malacca Strait"
"3103",3103,"2015-06-24","Bulk",1.04016666666667,103.6595,"Territorial waters","GIORGOS DRACOPOULOS","Malacca Strait"
"3104",3104,"2015-06-26","Bulk",1.1,103.733333333333,"Territorial waters","TE HO","Malacca Strait"
"3105",3105,"2015-06-26","Tanker",1.18833333333333,103.425,"Territorial waters","LEONID LOZA","Malacca Strait"
"3106",3106,"2015-06-26","Bulk",1.06166666666667,103.619666666667,"Territorial waters","KIRAN TURKIYE","Malacca Strait"
"3107",3107,"2015-06-26","Container",1.17633333333333,103.527166666667,"Territorial waters","MSC DEILA","Malacca Strait"
"3108",3108,"2015-06-28","Tanker",1.1,103.533333333333,"Territorial waters","OLYMPIC SPIRIT II","Malacca Strait"
"3109",3109,"2015-06-29","Bulk",1.43666666666667,103.101666666667,"In international waters","PRABHU YUVIKA","Malacca Strait"
"3110",3110,"2015-06-29","Bulk",1.06133333333333,103.671666666667,"Territorial waters","LEVAN","Malacca Strait"
"3111",3111,"2015-06-29","Tanker",3.91666666666667,98.7666666666667,"Territorial waters","ESHIPS COBIA","Malacca Strait"
"3112",3112,"2015-07-04","Container",3.795,98.7166666666667,"Territorial waters","SINAR BANDUNG","Malacca Strait"
"3113",3113,"2015-07-25","Bulk",1.06333333333333,103.656666666667,"Territorial waters","RUTLAND","Malacca Strait"
"3114",3114,"2015-07-26","Tanker",1.68666666666667,101.471666666667,"Territorial waters","DIAMOND ETERNITY","Malacca Strait"
"3115",3115,"2015-07-26","Tanker",1.07833333333333,103.6,"Territorial waters","SETAGAWA","Malacca Strait"
"3116",3116,"2015-07-27","Tanker",1.06,103.611666666667,"Territorial waters","MATRAH","Malacca Strait"
"3117",3117,"2015-07-28","Other",1.725,104.566666666667,"In international waters","LION KING","Malacca Strait"
"3118",3118,"2015-07-31","Bulk",1.075,103.696666666667,"Territorial waters","GALLIA GRAECA","Malacca Strait"
"3119",3119,"2015-08-03","Tanker",3.93833333333333,98.7466666666667,"Territorial waters","ARDMORE CHINOOK","Malacca Strait"
"3120",3120,"2015-08-03","Bulk",1.05833333333333,103.618333333333,"Territorial waters","SLETTNES","Malacca Strait"
"3121",3121,"2015-08-03","Bulk",1.08666666666667,103.583333333333,"Territorial waters","HELEN N","Malacca Strait"
"3122",3122,"2015-08-03","Tanker",3.93833333333333,98.7466666666667,"Territorial waters","NAME WITHHELD","Malacca Strait"
"3123",3123,"2015-08-06","Bulk",1.075,103.548,"Territorial waters","MAGNUM FORTUNE","Malacca Strait"
"3124",3124,"2015-08-06","Other",1.08333333333333,103.733333333333,"Territorial waters","JIN HWA 43","Malacca Strait"
"3125",3125,"2015-08-06","Bulk",1.045,103.641666666667,"In international waters","MAGSENGER 8","Malacca Strait"
"3126",3126,"2015-08-08","Tanker",2.05666666666667,101.988333333333,"In international waters","JOAQUIM","Malacca Strait"
"3127",3127,"2015-08-10","Tanker",1.08833333333333,103.581666666667,"Territorial waters","ZALIV AMERIKA","Malacca Strait"
"3128",3128,"2015-08-10","Bulk",1.09666666666667,103.561666666667,"Territorial waters","FEDERAL CRIMSON","Malacca Strait"
"3129",3129,"2015-08-12","Tanker",1.12333333333333,103.518333333333,"Territorial waters","SOL","Malacca Strait"
"3130",3130,"2015-08-12","Tanker",3.93833333333333,98.7466666666667,"Territorial waters","OVERSEAS ALCESMAR","Malacca Strait"
"3131",3131,"2015-08-13","Container",1.12333333333333,103.5,"Territorial waters","MATAR N","Malacca Strait"
"3132",3132,"2015-08-15","Container",1.06333333333333,103.608833333333,"Territorial waters","IBN AL ABBAR","Malacca Strait"
"3133",3133,"2015-08-15","Container",1.26,104.13,"Territorial waters","CPO NORFOLK","Malacca Strait"
"3134",3134,"2015-08-15","Other",6.23333333333333,98.9833333333333,"In international waters","KHF 1989","Malacca Strait"
"3135",3135,"2015-08-20","Bulk",1.1,103.558333333333,"Territorial waters","PACIFIC ASSURANCE","Malacca Strait"
"3136",3136,"2015-08-21","Tanker",1.17666666666667,103.445,"Territorial waters","ADVANTAGE SUMMER","Malacca Strait"
"3137",3137,"2015-08-21","Tanker",1.12,103.496666666667,"Territorial waters","NAVIG8 STEALTH S.V.","Malacca Strait"
"3138",3138,"2015-08-21","Container",1.168,103.502833333333,"Territorial waters","MAERSK LEBU","Malacca Strait"
"3139",3139,"2015-08-21","Tanker",1.1,103.733333333333,"Territorial waters","TORM HELENE","Malacca Strait"
"3140",3140,"2015-08-21","Tanker",1.1,103.733333333333,"Territorial waters","NAME WITHHELD","Malacca Strait"
"3141",3141,"2015-08-21","Bulk",1.06783333333333,103.693,"Territorial waters","PEACE BRIGHT","Malacca Strait"
"3142",3142,"2015-08-22","Container",1.12116666666667,103.528,"Territorial waters","ATOUT","Malacca Strait"
"3143",3143,"2015-08-22","Tanker",1.17333333333333,103.83,"Territorial waters","ELBTANK DENMARK","Malacca Strait"
"3144",3144,"2015-08-24","Other",3.38333333333333,99.45,"Territorial waters","MAERSK BORNEO","Malacca Strait"
"3145",3145,"2015-08-29","Bulk",1.17133333333333,103.454166666667,"Territorial waters","GLOVIS MAESTRO","Malacca Strait"
"3146",3146,"2015-09-01","Other",1.348,104.356,"Territorial waters","PERMATA 1","Malacca Strait"
"3147",3147,"2015-09-04","Bulk",1.18316666666667,103.447833333333,"Territorial waters","NAESS ENDURANCE","Malacca Strait"
"3148",3148,"2015-09-05","Bulk",1.178,103.447833333333,"Territorial waters","AQUAJOY","Malacca Strait"
"3149",3149,"2015-09-06","Tanker",1.275,103.99,"Territorial waters","PRINCIMAR PRIDE","Malacca Strait"
"3150",3150,"2015-09-08","Bulk",1.18333333333333,103.416666666667,"Territorial waters","YORKGATE","Malacca Strait"
"3151",3151,"2015-09-08","Tanker",1.09866666666667,103.572,"Territorial waters","RATNA PUJA","Malacca Strait"
"3152",3152,"2015-09-09","Container",1.11666666666667,103.516666666667,"Territorial waters","MOL BRIGHTNESS","Malacca Strait"
"3153",3153,"2015-09-11","Bulk",1.2,103.383333333333,"Territorial waters","PANASIATIC","Malacca Strait"
"3154",3154,"2015-09-12","Other",1.069,103.903833333333,"Territorial waters","CREST JADE 1","Malacca Strait"
"3155",3155,"2015-09-16","Bulk",1.10916666666667,103.532666666667,"Territorial waters","CHAMCHURI NAREE","Malacca Strait"
"3156",3156,"2015-09-19","Tanker",1.121,103.557166666667,"Territorial waters","HOJO","Malacca Strait"
"3157",3157,"2015-09-20","Bulk",1.185,103.416666666667,"Territorial waters","PAROS SEAS","Malacca Strait"
"3158",3158,"2015-09-20","Bulk",1.06666666666667,103.683333333333,"Territorial waters","HAMGAM","Malacca Strait"
"3159",3159,"2015-09-25","Tanker",3.935,98.76,"Territorial waters","MAERSK ADRIATIC","Malacca Strait"
"3160",3160,"2015-09-29","Tanker",1.70166666666667,101.508833333333,"Territorial waters","OVERSEAS ATALMAR","Malacca Strait"
"3162",3162,"2015-10-05","Tanker",3.93333333333333,98.8175,"Territorial waters","NORD SUPREME","Malacca Strait"
"3163",3163,"2015-10-09","Bulk",1.08666666666667,103.583333333333,"Territorial waters","ARABELLA","Malacca Strait"
"3164",3164,"2015-10-15","Tanker",1.11666666666667,103.516666666667,"Territorial waters","LUCINA PROVIDENCE","Malacca Strait"
"3165",3165,"2015-10-15","Tanker",1.18166666666667,103.44,"Territorial waters","ALMI SPIRIT","Malacca Strait"
"3166",3166,"2015-10-16","Bulk",1.05,103.63,"Territorial waters","DIAMOND STAR","Malacca Strait"
"3167",3167,"2015-10-16","Tanker",1.0395,103.6525,"Territorial waters","AL KHAZNAH","Malacca Strait"
"3168",3168,"2015-10-22","Bulk",1.11916666666667,103.516666666667,"Territorial waters","ALAMEDA","Malacca Strait"
"3169",3169,"2015-10-22","Tanker",3.88333333333333,98.7833333333333,"Territorial waters","FAIRCHEM CHARGER","Malacca Strait"
"3170",3170,"2015-10-22","Other",1.11333333333333,103.533333333333,"Territorial waters","MERLIN","Malacca Strait"
"3172",3172,"2015-11-12","Bulk",3.93333333333333,98.75,"Territorial waters","GOLDEN GINGER","Malacca Strait"
"3173",3173,"2015-11-20","Other",1.176,103.675833333333,"Territorial waters","SALVIGILANT","Malacca Strait"
"3174",3174,"2015-12-02","Other",6.48333333333333,99.3333333333333,"Territorial waters","FV CHOCKBOONNEE 5","Malacca Strait"
"3175",3175,"2015-12-08","Tanker",3.95166666666667,98.7883333333333,"Territorial waters","TOSCA","Malacca Strait"
"3176",3176,"2016-01-15","Other",0.733333333333333,104.15,"Territorial waters","CREST HYDRA","Malacca Strait"
"3177",3177,"2016-04-06","Other",1.26833333333333,104.086666666667,"Territorial waters","POSH VIKING","Malacca Strait"
"3178",3178,"2016-04-19","Tanker",3.93333333333333,98.75,"Territorial waters","NAME WITHHELD","Malacca Strait"
"3179",3179,"2016-04-25","Other",1.15583333333333,103.944833333333,"Territorial waters","J. F. J. DE NUL","Malacca Strait"
"3180",3180,"2016-05-19","Other",1.18333333333333,103.95,"Territorial waters","POLAR DUCHESS","Malacca Strait"
"3181",3181,"2016-05-21","Other",1.16666666666667,103.966666666667,"Territorial waters","FAIRMOUNT SUMMIT","Malacca Strait"
"3182",3182,"2016-06-16","Other",1.16666666666667,103.95,"Territorial waters","FJELL","Malacca Strait"
"3183",3183,"2016-06-18","Tanker",1.69833333333333,101.486666666667,"Territorial waters","UACC MARAH","Malacca Strait"
"3184",3184,"2016-06-21","Bulk",1.69083333333333,101.506166666667,"Territorial waters","ANNA-MARIA","Malacca Strait"
"3186",3186,"2016-08-19","Other",1.18833333333333,103.867166666667,"Territorial waters","NAUTICA TG. PUTERI XXVII","Malacca Strait"
"3187",3187,"2016-09-06","Bulk",1.71666666666667,101.433333333333,"Territorial waters","CAMILA","Malacca Strait"
"3188",3188,"2016-09-07","Tanker",1.69666666666667,101.495,"Territorial waters","TAURUS SUN","Malacca Strait"
"3189",3189,"2016-09-14","Bulk",1.73333333333333,101.383333333333,"Territorial waters","PROMISE 2","Malacca Strait"
"3190",3190,"2016-09-16","Other",0.725,104.175,"Territorial waters","LADY MELINDA","Malacca Strait"
"3191",3191,"2016-10-12","Bulk",1.70833333333333,101.488333333333,"Territorial waters","KEN TEN","Malacca Strait"
"3192",3192,"2016-10-19","Tanker",1.7,101.45,"Territorial waters","ARDMORE CHEROKEE","Malacca Strait"
"3193",3193,"2016-11-08","Bulk",3.90016666666667,98.8326666666667,"Territorial waters","JUNIOR","Malacca Strait"
"3194",3194,"2016-11-09","Tanker",1.69166666666667,101.503333333333,"Territorial waters","CHEMBULK JAKARTA","Malacca Strait"
"3195",3195,"2016-11-26","Other",1.169,103.976,"Territorial waters","PACIFIC WRANGLER","Malacca Strait"
"3196",3196,"2016-12-29","Other",1.695,101.496166666667,"Territorial waters","TRYSIL SPIRIT","Malacca Strait"
"3197",3197,"2017-01-05","Tanker",1.25166666666667,104.056666666667,"Territorial waters","GREAT SAILOR","Malacca Strait"
"3198",3198,"2017-02-23","Other",1.18166666666667,103.986666666667,"Territorial waters","NAME WITHHELD","Malacca Strait"
"3199",3199,"2017-03-11","Tanker",1.71333333333333,101.434,"Territorial waters","MAERSK AEGEAN","Malacca Strait"
"3201",3201,"2017-03-19","Tanker",1.7,101.466666666667,"Territorial waters","NAME WITHHELD","Malacca Strait"
"3202",3202,"2017-03-25","Tanker",1.71666666666667,101.4375,"Territorial waters","PING AN","Malacca Strait"
"3203",3203,"2017-05-03","Tanker",1.27666666666667,103.293333333333,"Territorial waters","NAVE BUENA SUERTE","Malacca Strait"
"3204",3204,"2017-05-21","Tanker",1.72866666666667,101.386833333333,"Territorial waters","SC DALIAN","Malacca Strait"
"3205",3205,"2017-05-24","Tanker",1.71833333333333,101.43,"Territorial waters","NAME WITHHELD","Malacca Strait"
"3206",3206,"2017-06-02","Bulk",3.92833333333333,98.7583333333333,"Territorial waters","HARVESTER","Malacca Strait"
"3207",3207,"2017-06-12","Other",0.756666666666667,104.145,"Territorial waters","DUKE","Malacca Strait"
"3208",3208,"2017-06-21","Tanker",1.06666666666667,104.133333333333,"Territorial waters","ARDMORE CHIPPEWA","Malacca Strait"
"3209",3209,"2017-08-21","Bulk",1.12666666666667,103.7545,"Territorial waters","STAR LILY","Malacca Strait"
"3210",3210,"2017-10-12","Other",1.18883333333333,103.561333333333,"Territorial waters","MMA CRYSTAL & ENERGY 1","Malacca Strait"
"3211",3211,"2017-10-17","Bulk",1.27166666666667,104.214166666667,"Territorial waters","JUTTA","Malacca Strait"
"3212",3212,"2017-10-26","Bulk",1.06216666666667,103.691333333333,"Territorial waters","HR ENDEAVOUR","Malacca Strait"
"3213",3213,"2017-10-30","Tanker",1.27833333333333,104.219666666667,"Territorial waters","GP T2","Malacca Strait"
"3214",3214,"2017-11-04","Other",1.185,103.995,"Territorial waters","PACIFIC LIBERTY","Malacca Strait"
"3216",3216,"2017-11-20","Bulk",1.04,103.653333333333,"Territorial waters","NORDMOSEL","Malacca Strait"
"3217",3217,"2017-12-07","Other",0.74,104.135,"Territorial waters","ISLAND PERFORMER","Malacca Strait"
"3218",3218,"2017-12-08","Other",0.725,104.175666666667,"Territorial waters","FAR STRAIT","Malacca Strait"
"3219",3219,"2017-12-13","Tanker",1.24333333333333,104.038333333333,"Territorial waters","KORO SEA","Malacca Strait"
"3220",3220,"2017-12-13","Bulk",1.24666666666667,104.115,"Territorial waters","NAME WITHHELD","Malacca Strait"
"3221",3221,"2017-12-28","Bulk",1.26666666666667,104.046666666667,"Territorial waters","FAME","Malacca Strait"
"3222",3222,"2017-12-28","Bulk",1.2745,104.146666666667,"Territorial waters","THUNDERBIRD","Malacca Strait"
"3223",3223,"2018-01-03","Bulk",2.45666666666667,101.651833333333,"Territorial waters","TIBERIUS","Malacca Strait"
"3225",3225,"2018-01-18","Other",1.11933333333333,103.508,"Territorial waters","MARINECO TOOMAI","Malacca Strait"
"3226",3226,"2018-05-19","Tanker",1.16666666666667,103.45,"Territorial waters","FRONT ULL","Malacca Strait"
"3227",3227,"2018-05-19","Other",1.20483333333333,103.568666666667,"Territorial waters","BUDGET 19","Malacca Strait"
"3228",3228,"2018-07-03","Other",1.2095,103.561666666667,"Territorial waters","SUNG FATT 31","Malacca Strait"
"3229",3229,"2018-07-07","Other",1.25083333333333,104.0455,"Territorial waters","BINTANG OCEAN 3","Malacca Strait"
"3230",3230,"2018-09-18","Tanker",1.24783333333333,103.965333333333,"Territorial waters","MAREGAS","Malacca Strait"
"3231",3231,"2019-02-05","Other",1.2105,103.579833333333,"Territorial waters","JIN HWA 43","Malacca Strait"
"3232",3232,"2019-02-05","Tanker",3.92333333333333,98.6666666666667,"Territorial waters","MAERSK CAPRI","Malacca Strait"
"3233",3233,"2019-03-05","Other",1.20133333333333,103.577,"Territorial waters","HUB III","Malacca Strait"
"3234",3234,"2019-04-24","Other",1.17716666666667,103.571666666667,"Territorial waters","UNION TOPAZ","Malacca Strait"
"3235",3235,"2019-04-25","Other",1.22216666666667,103.517,"Territorial waters","Vector 1","Malacca Strait"
"3236",3236,"2019-05-18","Other",1.22116666666667,103.545333333333,"Territorial waters","BARLIAN T1201","Malacca Strait"
"3238",3238,"2019-05-30","Other",1.22083333333333,103.545833333333,"Territorial waters","ASIA JAYA 28","Malacca Strait"
"3240",3240,"2019-07-11","Other",1.21666666666667,103.516666666667,"Territorial waters","Modalwan No.11","Malacca Strait"
"3242",3242,"2019-07-22","Other",1.06916666666667,103.903333333333,"Territorial waters","CREST ONYX","Malacca Strait"
"3243",3243,"2019-07-25","Other",1.225,103.527166666667,"Territorial waters","VIRGO 29","Malacca Strait"
"3245",3245,"2019-07-30","Bulk",3.94666666666667,98.8116666666667,"Territorial waters","STRATEGIC UNITY","Malacca Strait"
"3247",3247,"2019-08-06","Tanker",1.10333333333333,104.178333333333,"Territorial waters","SG PEGASUS","Malacca Strait"
"3249",3249,"2019-08-15","Other",1.21583333333333,104.555166666667,"Territorial waters","KIEN SAN 1","Malacca Strait"
"3250",3250,"2019-08-20","Other",1.1025,103.884333333333,"Territorial waters","SALVICEROY","Malacca Strait"
"3251",3251,"2019-08-22","Bulk",3.90666666666667,98.7875,"Territorial waters","TOMINI DYNASTY","Malacca Strait"
"3252",3252,"2019-08-25","Tanker",1.58333333333333,104.533333333333,"In international waters","EAGLE","Malacca Strait"
"3253",3253,"2019-09-08","Tanker",1.5765,104.515,"In international waters","BRITISH CONTRIBUTOR","Malacca Strait"
"3254",3254,"2019-09-30","Bulk",1.06383333333333,103.686666666667,"Territorial waters","TRANSPACIFIC","Malacca Strait"
"3255",3255,"2019-10-05","Tanker",1.30233333333333,104.117166666667,"Territorial waters","CLIPPER EOS","Malacca Strait"
"3256",3256,"2019-10-08","Tanker",1.71666666666667,101.433333333333,"Territorial waters","Name withheld","Malacca Strait"
"3257",3257,"2019-10-14","Tanker",3.91666666666667,98.8,"Territorial waters","Name withheld","Malacca Strait"
"3258",3258,"2019-10-18","Other",1.10383333333333,103.729333333333,"Territorial waters","HIRADO","Malacca Strait"
"3259",3259,"2019-10-19","Bulk",1.0575,103.645,"Territorial waters","NORD STEEL","Malacca Strait"
"3260",3260,"2019-10-24","Tanker",1.05,103.633333333333,"Territorial waters","NCC Amal","Malacca Strait"
"3261",3261,"2019-11-05","Tanker",1.21,103.571666666667,"Territorial waters","GT EQUALITY","Malacca Strait"
"3262",3262,"2019-11-07","Tanker",3.78666666666667,98.6966666666667,"Territorial waters","MAERSK BORNEO","Malacca Strait"
"3263",3263,"2019-11-23","Bulk",1.2715,104.234666666667,"Territorial waters","FAYE","Malacca Strait"
"3264",3264,"2019-11-24","Other",1.2375,104.066833333333,"Territorial waters","HARBOUR LIBRA","Malacca Strait"
"3265",3265,"2019-11-27","Bulk",1.2965,104.340833333333,"Territorial waters","KMAX EVDOKIA","Malacca Strait"
"3266",3266,"2019-11-28","Bulk",1.27,104.223333333333,"Territorial waters","CHINA PIONEER","Malacca Strait"
"3267",3267,"2019-12-02","Other",1.1825,103.943833333333,"Territorial waters","BW LOYALTY","Malacca Strait"
"3268",3268,"2019-12-06","Other",1.1765,103.843333333333,"Territorial waters","KIM HOCK TUG 8","Malacca Strait"
"3269",3269,"2019-12-20","Tanker",1.26166666666667,104.08,"Territorial waters","JAG LALIT","Malacca Strait"
"3270",3270,"2019-12-20","Bulk",1.25566666666667,104.052833333333,"Territorial waters","AKIJ GLOBE","Malacca Strait"
"3271",3271,"2019-12-21","Bulk",1.2325,103.999666666667,"Territorial waters","JIAN FA","Malacca Strait"
"3272",3272,"2019-12-22","Other",1.24833333333333,104.119666666667,"Territorial waters","KIM HOCK TUG 9","Malacca Strait"
